,date_of_price,name,distillery,age,vintage,bottled,ABV,ml,numbered,limited_edition,single_cask,ichiros_malt,latest_price
867,2021-01-01,"Karuizawa, Number One Drinks, Single Cask, One of 573 Bottles (Cask 6256)",Karuizawa,30.0,1981.0,2011.0,57.5,700,True,False,True,False,5485
868,2021-04-01,"Karuizawa, Number One Drinks, Single Cask, (Cask 8383)",Karuizawa,36.0,1978.0,2014.0,63.0,700,False,False,True,False,6747
869,2021-04-01,"Karuizawa, Number One Drinks, Single Cask, (Cask 103)",Karuizawa,26.0,1981.0,2007.0,58.1,700,False,False,True,False,6112
870,2017-04-01,"Karuizawa, Number One Drinks, Single Cask, (Cask 7955)",Karuizawa,31.0,1981.0,2012.0,59.1,700,False,False,True,False,3376
871,2020-11-01,"Karuizawa, Number One Drinks, Single Cask, (Cask 1607)",Karuizawa,39.0,1973.0,2013.0,67.7,700,False,False,True,False,9325
872,2020-10-01,"Karuizawa, Number One Drinks, Single Cask, One of 554 Bottles (Cask 2962)",Karuizawa,26.0,1984.0,2010.0,57.1,750,True,False,True,False,4125
873,2019-10-01,"Karuizawa, Number One Drinks, Single Cask, (Cask 1985)",Karuizawa,41.0,1970.0,2011.0,59.1,700,False,False,True,False,6418
874,2021-04-01,"Karuizawa, Number One Drinks, Single Cask, One of 225 Bottles (Cask 4556)",Karuizawa,33.0,1980.0,2013.0,60.3,700,True,False,True,False,7129
875,2020-11-01,"Karuizawa, Number One Drinks, Single Cask, One of 430 Bottles (Cask 3330)",Karuizawa,15.0,1992.0,2007.0,61.5,700,True,False,True,False,1826
876,2021-04-01,"Karuizawa, Number One Drinks, Single Cask, (Cask 3663)",Karuizawa,29.0,1984.0,2013.0,56.8,700,False,False,True,False,5665
877,2021-04-01,"Karuizawa, Number One Drinks, Single Cask, One of 584 Bottles (Cask 162)",Karuizawa,31.0,1981.0,2012.0,55.8,700,True,False,True,False,5347
878,2021-04-01,"Karuizawa, Number One Drinks, Single Cask, (Cask 6056)",Karuizawa,32.0,1981.0,2013.0,60.3,700,False,False,True,False,6874
879,2021-04-01,"Karuizawa, Number One Drinks, Single Cask, (Cask 7914)",Karuizawa,27.0,1984.0,2011.0,59.3,700,False,False,True,False,5347
880,2019-09-01,"Karuizawa, Number One Drinks, Single Cask, (Cask 7752)",Karuizawa,34.0,1979.0,2013.0,59.9,700,False,False,True,False,4936
881,2019-11-01,"Karuizawa, Number One Drinks, Single Cask, (Cask 6476)",Karuizawa,34.0,1980.0,2014.0,63.0,700,False,False,True,False,3974
882,2021-05-01,"Karuizawa, Number One Drinks, Single Cask, One of 363 Bottles (Cask 8173)",Karuizawa,30.0,1984.0,2014.0,58.5,700,True,False,True,False,5608
883,2020-03-01,"Karuizawa, Number One Drinks, Single Cask, (Cask 8187)",Karuizawa,35.0,1979.0,2014.0,58.8,700,False,False,True,False,4429
884,2018-07-01,"Karuizawa, Number One Drinks, Single Cask, One of 288 Bottles (Cask 3657)",Karuizawa,30.0,1984.0,2014.0,59.7,750,True,False,True,False,3473
885,2021-05-01,"Karuizawa, Number One Drinks, Single Cask, (Cask 6207)",Karuizawa,30.0,1981.0,2011.0,58.3,700,False,False,True,False,5394
886,2021-04-01,"Karuizawa, Number One Drinks, Single Cask, (Cask 867)",Karuizawa,12.0,1999.0,2011.0,58.9,700,False,False,True,False,3246
887,2021-05-01,"Karuizawa, Number One Drinks, Single Cask, One of 547 Bottles (Cask 2541)",Karuizawa,25.0,1985.0,2010.0,58.9,700,True,False,True,False,7520
888,2020-12-01,"Karuizawa, Number One Drinks, Single Cask, One of 528 Bottles (Cask 7290)",Karuizawa,36.0,1972.0,2008.0,65.0,700,True,False,True,False,6056
889,2020-10-01,"Karuizawa, Number One Drinks, Single Cask, (Cask 6409)",Karuizawa,39.0,1974.0,2013.0,57.2,700,False,False,True,False,5702
890,2020-11-01,"Karuizawa, Number One Drinks, Single Cask, (Cask 8183)",Karuizawa,43.0,1969.0,2012.0,61.3,700,False,False,True,False,8316
891,2020-03-01,"Karuizawa, Number One Drinks, Single Cask, One of 359 Bottles (Cask 3692)",Karuizawa,28.0,1984.0,2012.0,61.6,700,True,False,True,False,3823
892,2021-04-01,"Karuizawa, Number One Drinks, Single Cask, One of 308 Bottles (Cask 3434)",Karuizawa,15.0,1992.0,2007.0,60.6,700,True,False,True,False,2673
893,2018-08-01,"Karuizawa, Number One Drinks, Single Cask, (Cask 2279)",Karuizawa,29.0,1982.0,2011.0,58.1,700,False,False,True,False,3805
894,2020-09-01,"Karuizawa, Number One Drinks, Single Cask, One of 566 Bottles (Cask 152)",Karuizawa,33.0,1981.0,2014.0,54.5,700,True,False,True,False,4351
895,2021-05-01,"Karuizawa, Number One Drinks, Single Cask, One of 430 Bottles (Cask 6878)",Karuizawa,37.0,1971.0,2008.0,64.1,700,True,False,True,False,8412
896,2021-04-01,"Karuizawa, Number One Drinks, Single Cask, (Cask 3663)",Karuizawa,,1984.0,,56.8,20,False,False,True,False,191
897,2020-12-01,"Karuizawa, Number One Drinks, Single Cask, One of 523 Bottles (Cask 7038)",Karuizawa,39.0,1972.0,2011.0,63.3,700,True,False,True,False,7271
898,2020-10-01,"Karuizawa, Number One Drinks, Single Cask, One of 271 Bottles (Cask 3662)",Karuizawa,29.0,1984.0,2013.0,61.0,700,True,False,True,False,8492
899,2021-05-01,"Karuizawa, Number One Drinks, Single Cask, (Cask 679)",Karuizawa,22.0,1990.0,2012.0,56.1,700,False,False,True,False,3951
900,2021-05-01,"Karuizawa, Number One Drinks, Single Cask, One of 577 Bottles (Cask 7802)",Karuizawa,29.0,1984.0,2014.0,56.7,700,True,False,True,False,5565
901,2021-05-01,"Karuizawa, Number One Drinks, Single Cask, One of 595 Bottles (Cask 136)",Karuizawa,33.0,1981.0,2014.0,55.3,700,True,False,True,False,5480
902,2020-12-01,"Karuizawa, Single Cask, (Cask 6431)",Karuizawa,33.0,1980.0,2013.0,62.1,700,False,False,True,False,7582
903,2020-10-01,"Karuizawa, Single Cask, (Cask 6994)",Karuizawa,32.0,1977.0,2009.0,62.7,700,False,False,True,False,5247
904,2019-08-01,"Karuizawa, Single Cask, (Cask 164)",Karuizawa,35.0,1981.0,2016.0,56.7,700,False,False,True,False,6728
905,2017-04-01,"Karuizawa, Single Cask, One of 12 Bottles (Cask 2961)",Karuizawa,28.0,1984.0,2012.0,57.7,700,True,False,True,False,5255
906,2017-04-01,"Karuizawa, Single Cask, (Cask 5026)",Karuizawa,31.0,1981.0,2012.0,66.5,700,False,False,True,False,2984
907,2020-11-01,"Karuizawa, Single Cask, One of 317 Bottles (Cask 6809)",Karuizawa,35.0,1981.0,2016.0,58.5,700,True,False,True,False,7976
908,2020-10-01,"Karuizawa, Single Cask, (Cask 2634)",Karuizawa,30.0,1981.0,2011.0,55.2,700,False,False,True,False,4610
909,2020-03-01,"Karuizawa, Single Cask (Taiwan Exclusive), (Cask 6568)",Karuizawa,31.0,1980.0,2011.0,56.4,700,False,False,True,False,3438
910,2017-04-01,"Karuizawa, Single Cask, One of 105 Bottles (Cask 7502)",Karuizawa,31.0,1981.0,2012.0,55.9,700,True,False,True,False,3211
911,2021-02-01,"Karuizawa, Single Cask, (Cask 7387)",Karuizawa,22.0,1986.0,2008.0,60.7,700,False,False,True,False,3416
912,2021-05-01,"Karuizawa, Single Cask, One of 612 Bottles (Cask 2230)",Karuizawa,,1982.0,,58.0,700,True,False,True,False,5098
913,2020-12-01,"Karuizawa, Single Cask, One of 120 Bottles",Karuizawa,18.0,1988.0,2006.0,58.3,700,True,False,True,False,1591
914,2021-04-01,"Karuizawa, Single Cask, (Cask 7605)",Karuizawa,35.0,1976.0,2011.0,61.5,700,False,False,True,False,10184
915,2020-05-01,"Karuizawa, Single Cask , b'Strong Box'",Karuizawa,,1999.0,,60.6,700,False,False,True,False,2356
916,2017-04-01,"Karuizawa, Single Cask, (Cask 7925)",Karuizawa,30.0,1981.0,2011.0,59.6,700,False,False,True,False,2858
917,2020-02-01,"Karuizawa, Single Cask , b'Strong Box'",Karuizawa,45.0,1967.0,2012.0,59.6,700,False,False,True,False,18956
918,2021-05-01,"Karuizawa, Single Cask, (Cask 3397)",Karuizawa,19.0,1988.0,2007.0,59.8,700,False,False,True,False,4087
919,2021-05-01,"Karuizawa, Single Cask, One of 208 Bottles (Cask 7427)",Karuizawa,35.0,1981.0,2016.0,57.2,20,True,False,True,False,293
920,2020-10-01,"Karuizawa, Single Cask, (Cask 7815)",Karuizawa,16.0,1997.0,2013.0,62.0,200,False,False,True,False,1516
921,2016-05-01,"Karuizawa, Single Cask, (Cask 2094)",Karuizawa,10.0,,,40.0,360,False,False,True,False,162
922,2017-08-01,"Karuizawa, Single Cask, (Cask 3206)",Karuizawa,19.0,1991.0,2010.0,60.8,700,False,False,True,False,882
923,2021-02-01,"Karuizawa, Single Cask, One of 204 Bottles (Cask 2221)",Karuizawa,12.0,1994.0,2006.0,61.0,700,True,False,True,False,2775
924,2017-05-01,"Karuizawa, Single Cask, (Cask 4659)",Karuizawa,30.0,1981.0,2011.0,57.6,700,False,False,True,False,2833
925,2020-06-01,"Karuizawa, Single Cask, (Cask 3318)",Karuizawa,16.0,1991.0,2007.0,62.5,700,False,False,True,False,2446
926,2020-12-01,"Karuizawa, Single Cask (Ichiro´s Choice), One of 505 Bottles (Cask 2221)",Karuizawa,12.0,1994.0,2006.0,61.0,700,True,False,True,False,1701
927,2019-12-01,"Karuizawa, Single Cask, One of 401 Bottles (Cask 8283)",Karuizawa,35.0,1980.0,2015.0,57.1,700,True,False,True,False,7786
928,2017-04-01,"Karuizawa, Single Cask, One of 120 Bottles (Cask 818)",Karuizawa,32.0,1981.0,2013.0,56.9,700,True,False,True,False,8239
929,2020-11-01,"Karuizawa, Single Cask, (Cask 8444)",Karuizawa,30.0,1982.0,2012.0,58.6,700,False,False,True,False,4942
930,2020-10-01,"Karuizawa, Single Cask, (Cask 2111)",Karuizawa,27.0,1982.0,2009.0,58.1,700,False,False,True,False,6066
931,2019-10-01,"Karuizawa, Single Cask (Cask Strength), One of 68 Bottles (Cask 8333)",Karuizawa,30.0,1983.0,2013.0,62.9,700,True,False,True,False,7676
932,2021-05-01,"Karuizawa, Single Cask, (Cask 8461)",Karuizawa,32.0,1981.0,2013.0,57.3,700,False,False,True,False,7647
933,2018-01-01,"Karuizawa, Single Cask (Hasse Peters Label), One of 5 Bottles",Karuizawa,19.0,1988.0,2007.0,58.3,700,True,False,True,False,4482
934,2020-10-01,"Karuizawa, Single Cask, One of 168 Bottles (Cask 3408)",Karuizawa,27.0,1983.0,2010.0,58.8,700,True,False,True,False,5581
935,2020-10-01,"Karuizawa, Single Cask, (Cask 2253)",Karuizawa,22.0,1987.0,2009.0,58.7,700,False,False,True,False,5581
936,2018-04-01,"Karuizawa, Single Cask, (Cask 5208)",Karuizawa,30.0,1981.0,2011.0,53.9,700,False,False,True,False,2332
937,2021-05-01,"Karuizawa, Single Cask, One of 248 Bottles (Cask 6223)",Karuizawa,50.0,,2018.0,57.9,700,True,False,True,False,42058
938,2020-11-01,"Karuizawa, Single Cask (10th Anniversary), (Cask 2748)",Karuizawa,27.0,1982.0,2009.0,56.1,700,False,False,True,False,4969
939,2020-10-01,"Karuizawa, Single Cask, (Cask 2316)",Karuizawa,14.0,1999.0,2013.0,61.3,700,False,False,True,False,1486
940,2021-04-01,"Karuizawa, Single Cask, (Cask 8317)",Karuizawa,35.0,1980.0,2015.0,56.5,700,False,False,True,False,7002
941,2019-10-01,"Karuizawa, Single Cask, One of 409 Bottles (Cask 2100)",Karuizawa,30.0,1981.0,2011.0,60.4,700,True,False,True,False,5285
942,2017-05-01,"Karuizawa, Single Cask, (Cask 7587)",Karuizawa,30.0,1975.0,2005.0,63.6,700,False,False,True,False,3477
943,2017-11-01,"Karuizawa, Single Cask, One of 462 Bottles",Karuizawa,19.0,1988.0,2007.0,58.3,700,True,False,True,False,1146
944,2020-11-01,"Karuizawa, Single Cask, One of 480 Bottles",Karuizawa,19.0,1988.0,2007.0,58.3,700,True,False,True,False,1472
945,2020-05-01,"Karuizawa, Single Cask, (Cask 6955)",Karuizawa,42.0,1968.0,2010.0,61.0,700,False,False,True,False,8681
946,2017-05-01,"Karuizawa, Single Cask, (Cask 2963)",Karuizawa,27.0,1984.0,2011.0,57.2,700,False,False,True,False,1932
947,2017-04-01,"Karuizawa, Single Cask, One of 60 Bottles",Karuizawa,21.0,1988.0,2009.0,60.6,700,True,False,True,False,2271
948,2018-06-01,"Karuizawa, Single Cask (Distillery Exclusive), (Cask 2111)",Karuizawa,28.0,1982.0,2010.0,58.1,250,False,False,True,False,1081
949,2020-11-01,"Miyagikyo, b'<p class=""bottle_secondary""/>'",Miyagikyo,,1989.0,,50.0,700,False,False,False,False,1732
950,2020-05-01,"Karuizawa, Single Cask (Water of Life), One of 473 Bottles (Cask 7417)",Karuizawa,35.0,,2015.0,55.0,700,True,False,True,False,6606
951,2021-05-01,"Karuizawa, Single Cask, One of 160 Bottles (Cask 3515)",Karuizawa,35.0,1981.0,2016.0,58.0,700,True,False,True,False,10833
952,2018-10-01,"Karuizawa, Single Cask, One of 440 Bottles (Cask 7410)",Karuizawa,12.0,1989.0,2001.0,61.3,700,True,False,True,False,3115
953,2021-01-01,"Karuizawa, Single Cask, (Cask 7524)",Karuizawa,28.0,1983.0,2011.0,57.4,700,False,False,True,False,4931
954,2021-05-01,"Karuizawa, Single Cask , b'Strong Box'",Karuizawa,30.0,1984.0,2014.0,63.2,700,False,False,True,False,7010
955,2021-05-01,"Karuizawa, Single Cask, One of 249 Bottles (Cask 7413)",Karuizawa,35.0,1981.0,2016.0,56.6,700,True,False,True,False,8539
956,2019-10-01,"Karuizawa, Single Cask, (Cask 8838)",Karuizawa,30.0,1984.0,2014.0,61.6,700,False,False,True,False,4027
957,2021-05-01,"Karuizawa, Single Cask, (Cask 6978)",Karuizawa,15.0,1992.0,2007.0,62.8,700,False,False,True,False,3168
958,2021-05-01,"Karuizawa, Single Cask, One of 257 Bottles (Cask 8223)",Karuizawa,35.0,1981.0,2017.0,59.9,700,True,False,True,False,7903
959,2017-03-01,"Karuizawa, Single Cask, One of 180 Bottles",Karuizawa,19.0,1988.0,2007.0,58.3,700,True,False,True,False,736
960,2021-04-01,"Karuizawa, Single Cask, One of 505 Bottles (Cask 6412)",Karuizawa,35.0,1981.0,2016.0,57.7,700,True,False,True,False,9166
961,2018-10-01,"Karuizawa, Single Cask, One of 102 Bottles (Cask 226)",Karuizawa,35.0,1981.0,2016.0,57.3,700,True,False,True,False,5732
962,2017-11-01,"Karuizawa, Single Cask (Aqua of Life), One of 137 Bottles (Cask 1946)",Karuizawa,45.0,,2013.0,62.0,700,True,False,True,False,14245
963,2018-12-01,"Karuizawa, Single Cask (Wealth Solution), (Cask 8383)",Karuizawa,35.0,1978.0,2013.0,63.0,700,False,False,True,False,9883
964,2019-10-01,"Karuizawa, Single Cask, One of 143 Bottles (Cask 3603)",Karuizawa,48.0,1964.0,2012.0,57.7,700,True,False,True,False,39011
965,2021-05-01,"Karuizawa, Single Cask, One of 195 Bottles (Cask 8287)",Karuizawa,35.0,1981.0,2017.0,56.2,700,True,False,True,False,10833
966,2020-03-01,"Karuizawa, Single Cask, (Cask 4560)",Karuizawa,30.0,1974.0,2004.0,59.6,700,False,False,True,False,9473
967,2020-08-01,"Karuizawa, Single Cask, One of 2000 Bottles (Cask 7698)",Karuizawa,,,,61.6,700,True,False,True,False,1832
968,2020-11-01,"Karuizawa, Single Cask (The Colors of Four Seasons), One of 359 Bottles (Cask 61191)",Karuizawa,5.0,2015.0,2020.0,63.0,700,True,False,True,False,124
969,2020-03-01,"Karuizawa, Single Cask, (Cask 6719)",Karuizawa,25.0,1976.0,2001.0,63.8,700,False,False,True,False,8858
970,2021-04-01,"Karuizawa, Single Cask, (Cask 2364)",Karuizawa,30.0,1985.0,2015.0,55.2,700,False,False,True,False,4965
971,2019-10-01,"Karuizawa, Single Cask, One of 347 Bottles (Cask 2084)",Karuizawa,30.0,1981.0,2011.0,60.8,700,True,False,True,False,6292
972,2018-11-01,"Karuizawa, Single Cask , b'Strong Box'",Karuizawa,35.0,1981.0,2016.0,57.2,700,False,False,True,False,8361
973,2019-12-01,"Karuizawa, Single Cask, One of 367 Bottles (Cask 6478)",Karuizawa,35.0,1981.0,2016.0,61.5,700,True,False,True,False,9020
974,2020-12-01,"Karuizawa, Single Cask, (Cask 7924)",Karuizawa,30.0,1981.0,2011.0,56.6,700,False,False,True,False,4246
975,2020-10-01,"Karuizawa, Single Cask, (Cask 2563)",Karuizawa,25.0,1984.0,2009.0,56.2,700,False,False,True,False,3518
976,2019-11-01,"Karuizawa, Single Cask (Samurai) , b'Strong Box'",Karuizawa,30.0,1984.0,2014.0,61.1,700,False,False,True,False,6025
977,2017-09-01,"Karuizawa, Single Cask, (Cask 7614)",Karuizawa,23.0,1980.0,2003.0,59.3,700,False,False,True,False,1657
978,2021-03-01,"Karuizawa, Single Cask , b'Strong Box'",Karuizawa,30.0,1984.0,2014.0,58.0,700,False,False,True,False,6661
979,2020-05-01,"Karuizawa, Single Cask (Ichiro´s Choice), One of 131 Bottles (Cask 8601)",Karuizawa,24.0,1983.0,2007.0,59.0,700,True,False,True,False,3224
980,2019-01-01,"Karuizawa, Single Cask, (Cask 7381)",Karuizawa,22.0,1986.0,2008.0,60.1,700,False,False,True,False,2510
981,2021-04-01,"Karuizawa, Single Cask (Samurai) , b'Wooden Box'",Karuizawa,30.0,1984.0,2014.0,58.3,700,False,False,True,False,7256
982,2020-05-01,"Karuizawa, Single Cask, (Cask 7683)",Karuizawa,19.0,1988.0,2007.0,59.3,700,False,False,True,False,2294
983,2017-12-01,"Karuizawa, Single Cask, (Cask 4747)",Karuizawa,34.0,1977.0,2011.0,66.9,700,False,False,True,False,4362
984,2019-12-01,"Karuizawa, Single Cask, One of 350 Bottles (Cask 2961)",Karuizawa,27.0,1984.0,2011.0,57.7,700,True,False,True,False,5840
985,2021-05-01,"Karuizawa, Single Cask, One of 171 Bottles (Cask 4659)",Karuizawa,31.0,1981.0,2012.0,57.6,700,True,False,True,False,6372
986,2021-04-01,"Karuizawa, Single Cask (Geisha Label), One of 405 Bottles (Cask 2267)",Karuizawa,17.0,2000.0,2017.0,60.4,700,True,False,True,False,2673
987,2020-10-01,"Karuizawa, Single Cask, (Cask 3660)",Karuizawa,27.0,1984.0,2011.0,59.6,700,False,False,True,False,3761
988,2019-09-01,"Karuizawa, Single Cask, (Cask 4578)",Karuizawa,31.0,1974.0,2005.0,65.7,700,False,False,True,False,9996
989,2019-11-01,"Karuizawa, Single Cask, (Cask 7818)",Karuizawa,34.0,1976.0,2010.0,63.6,700,False,False,True,False,6409
990,2020-08-01,"Karuizawa, Single Cask, One of 378 Bottles (Cask 2410)",Karuizawa,18.0,1999.0,2017.0,59.9,700,True,False,True,False,2565
991,2021-05-01,"Karuizawa, Single Cask, One of 407 Bottles (Cask 7982)",Karuizawa,31.0,1981.0,2012.0,54.5,700,True,False,True,False,7137
992,2018-12-01,"Karuizawa, Single Cask (Wealth Solution), (Cask 8383)",Karuizawa,35.0,1978.0,2013.0,63.0,700,False,False,True,False,9883
993,2017-10-01,"Karuizawa, Single Cask, (Cask 8800)",Karuizawa,30.0,1981.0,2011.0,64.8,700,False,False,True,False,3089
994,2017-07-01,"Karuizawa, Single Cask, (Cask 5027)",Karuizawa,15.0,1995.0,2010.0,69.4,480,False,False,True,False,994
995,2021-05-01,"Karuizawa, Single Cask , b'Strong Box'",Karuizawa,30.0,1984.0,2014.0,63.2,700,False,False,True,False,7010
996,2017-04-01,"Karuizawa, Single Cask, One of 168 Bottles (Cask 3408)",Karuizawa,30.0,1983.0,2013.0,58.4,700,True,False,True,False,4282
997,2020-01-01,"Karuizawa, Single Cask, (Cask 8886)",Karuizawa,10.0,1992.0,2002.0,62.7,700,False,False,True,False,1101
998,2017-04-01,"Karuizawa, Single Cask (Aqua of Life), One of 285 Bottles (Cask 3655)",Karuizawa,30.0,,2014.0,59.3,750,True,False,True,False,4152
999,2018-11-01,"Karuizawa, Single Cask , b'Strong Box'",Karuizawa,35.0,1981.0,2016.0,57.2,700,False,False,True,False,8361
1000,2020-08-01,"Karuizawa, Single Cask, One of 2000 Bottles (Cask 7698)",Karuizawa,,,,61.6,700,True,False,True,False,1832
1001,2021-05-01,"Karuizawa, Single Cask, (Cask 6978)",Karuizawa,15.0,1992.0,2007.0,62.8,700,False,False,True,False,3168
1002,2020-01-01,"Karuizawa, Single Cask, One of 82 Bottles (Cask 5329)",Karuizawa,13.0,1999.0,2012.0,64.2,700,True,False,True,False,2331
1003,2021-04-01,"Karuizawa, Single Cask, One of 505 Bottles (Cask 6412)",Karuizawa,35.0,1981.0,2016.0,57.7,700,True,False,True,False,9166
1004,2020-11-01,"Karuizawa, Single Cask (The Colors of Four Seasons), One of 359 Bottles (Cask 61191)",Karuizawa,5.0,2015.0,2020.0,63.0,700,True,False,True,False,124
1005,2017-08-01,"Karuizawa, Single Cask (Aqua of Life) , b'Strong Box'",Karuizawa,35.0,,2015.0,57.4,700,False,False,True,False,5798
1006,2019-01-01,"Karuizawa, Single Cask, (Cask 7381)",Karuizawa,22.0,1986.0,2008.0,60.1,700,False,False,True,False,2510
1007,2017-04-01,"Karuizawa, Single Cask, One of 120 Bottles (Cask 2961)",Karuizawa,28.0,1984.0,2012.0,57.4,700,True,False,True,False,3893
1008,2021-05-01,"Karuizawa, Single Cask, One of 160 Bottles (Cask 3515)",Karuizawa,35.0,1981.0,2016.0,58.0,700,True,False,True,False,10833
1009,2017-08-01,"Karuizawa, Single Cask (Aqua of Life), One of 309 Bottles (Cask 6114)",Karuizawa,40.0,,2014.0,57.4,750,True,False,True,False,5677
1010,2019-12-01,"Karuizawa, Single Cask , b'Wooden Box'",Karuizawa,30.0,1984.0,2014.0,57.4,700,False,False,True,False,5710
1011,2021-04-01,"Karuizawa, Single Cask, (Cask 2364)",Karuizawa,30.0,1985.0,2015.0,55.2,700,False,False,True,False,4965
1012,2020-12-01,"Karuizawa, Single Cask, (Cask 7924)",Karuizawa,30.0,1981.0,2011.0,56.6,700,False,False,True,False,4246
1013,2020-10-01,"Karuizawa, Single Cask, (Cask 2563)",Karuizawa,25.0,1984.0,2009.0,56.2,700,False,False,True,False,3518
1014,2017-04-01,"Karuizawa, Single Cask, One of 12 Bottles (Cask 2961)",Karuizawa,28.0,1984.0,2012.0,57.7,700,True,False,True,False,5255
1015,2021-05-01,"Karuizawa, Single Cask, One of 249 Bottles (Cask 7413)",Karuizawa,35.0,1981.0,2016.0,56.6,700,True,False,True,False,8539
1016,2021-04-01,"Miyagikyo, Single Cask, (Cask 900339)",Miyagikyo,25.0,,,59.0,500,False,False,True,False,1846
1017,2020-05-01,"Karuizawa, Single Cask (Ichiro´s Choice), One of 131 Bottles (Cask 8601)",Karuizawa,24.0,1983.0,2007.0,59.0,700,True,False,True,False,3224
1018,2021-05-01,"Karuizawa, Single Cask, One of 257 Bottles (Cask 8223)",Karuizawa,35.0,1981.0,2017.0,59.9,700,True,False,True,False,7903
1019,2020-05-01,"Karuizawa, Single Cask, (Cask 7683)",Karuizawa,19.0,1988.0,2007.0,59.3,700,False,False,True,False,2294
1020,2019-08-01,"Karuizawa, Single Cask, (Cask 164)",Karuizawa,35.0,1981.0,2016.0,56.7,700,False,False,True,False,6728
1021,2021-05-01,"Karuizawa, Single Cask, One of 195 Bottles (Cask 8287)",Karuizawa,35.0,1981.0,2017.0,56.2,700,True,False,True,False,10833
1022,2021-03-01,"Karuizawa, Single Cask , b'Strong Box'",Karuizawa,30.0,1984.0,2014.0,58.0,700,False,False,True,False,6661
1023,2020-03-01,"Karuizawa, Single Cask (Taiwan Exclusive), (Cask 6568)",Karuizawa,31.0,1980.0,2011.0,56.4,700,False,False,True,False,3438
1024,2018-08-01,"Karuizawa, Single Cask, (Cask 7502)",Karuizawa,30.0,1981.0,2011.0,55.9,700,False,False,True,False,3805
1025,2021-04-01,"Karuizawa, Single Cask (Samurai) , b'Wooden Box'",Karuizawa,30.0,1984.0,2014.0,58.3,700,False,False,True,False,7256
1026,2020-10-01,"Karuizawa, Single Cask, (Cask 3660)",Karuizawa,27.0,1984.0,2011.0,59.6,700,False,False,True,False,3761
1027,2017-05-01,"Karuizawa, Single Cask, (Cask 4659)",Karuizawa,30.0,1981.0,2011.0,57.6,700,False,False,True,False,2833
1028,2020-02-01,"Karuizawa, Single Cask , b'Strong Box'",Karuizawa,45.0,1967.0,2012.0,59.6,700,False,False,True,False,18956
1029,2017-04-01,"Karuizawa, Single Cask, One of 131 Bottles (Cask 5132)",Karuizawa,50.0,1963.0,2013.0,59.4,700,True,False,True,False,31984
1030,2017-08-01,"Karuizawa, Single Cask, (Cask 3206)",Karuizawa,19.0,1991.0,2010.0,60.8,700,False,False,True,False,882
1031,2018-08-01,"Karuizawa, Single Cask, One of 390 Bottles (Cask 7981)",Karuizawa,28.0,1981.0,2009.0,59.6,700,True,False,True,False,2749
1032,2020-08-01,"Karuizawa, Single Cask, One of 378 Bottles (Cask 2410)",Karuizawa,18.0,1999.0,2017.0,59.9,700,True,False,True,False,2565
1033,2020-10-01,"Karuizawa, Single Cask (Samurai) , b'Strong Box'",Karuizawa,30.0,1984.0,2014.0,60.2,700,False,False,True,False,4671
1034,2018-05-01,"Karuizawa, Single Cask, One of 240 Bottles (Cask 4587)",Karuizawa,21.0,1989.0,2010.0,59.6,700,True,False,True,False,1629
1035,2020-10-01,"Karuizawa, Single Cask , b'Strong Box'",Karuizawa,30.0,1984.0,2014.0,58.1,700,False,False,True,False,4246
1036,2015-05-01,"Karuizawa, Single Cask Whisky, One of 100 Bottles (Cask 5204)",Karuizawa,14.0,1995.0,2009.0,66.0,700,True,False,True,False,2355
1037,2021-03-01,"Karuizawa, Number One Drinks, Single Sherry Cask, (Cask 166)",Karuizawa,13.0,2000.0,2013.0,64.3,20,False,False,False,False,192
1038,2021-01-01,"Karuizawa, Number One Drinks, Single Sherry Cask, (Cask 3408)",Karuizawa,30.0,1983.0,2013.0,58.4,700,False,False,False,False,5979
1039,2021-02-01,"Karuizawa, Single Sherry Cask (Geisha Label), One of 436 Bottles (Cask 2380)",Karuizawa,18.0,1999.0,2017.0,59.7,700,True,False,False,False,2018
1040,2021-04-01,"Karuizawa, Single Sherry Cask (Geisha Label), One of 500 Bottles (Cask 7834)",Karuizawa,18.0,2000.0,2018.0,60.5,700,True,False,False,False,2673
1041,2021-02-01,"Karuizawa, Single Sherry Cask (Geisha Label), One of 440 Bottles (Cask 864)",Karuizawa,18.0,1999.0,2017.0,57.3,700,True,False,False,False,1955
1042,2021-02-01,"Karuizawa, Single Sherry Cask (Geisha Label), One of 468 Bottles (Cask 2219)",Karuizawa,17.0,2000.0,2017.0,59.8,700,True,False,False,False,1892
1043,2021-05-01,"Karuizawa, Single Sherry Cask, One of 530 Bottles (Cask 171)",Karuizawa,35.0,1981.0,2016.0,54.4,20,True,False,False,False,357
1044,2021-04-01,"Karuizawa, Single Sherry Cask , b'Wooden Box'",Karuizawa,40.0,1977.0,2017.0,64.9,700,False,False,False,False,15286
1045,2020-12-01,"Karuizawa, Single Sherry Cask , b'Gift Box'",Karuizawa,50.0,1965.0,2015.0,62.3,700,False,False,False,False,35231
1046,2021-01-01,"Karuizawa, Single Sherry Cask (10th Anniversary), One of 118 Bottles (Cask 4380)",Karuizawa,32.0,1981.0,,55.4,700,True,False,False,False,8629
1047,2021-05-01,"Karuizawa, Single Sherry Cask, One of 479 Bottles (Cask 7608)",Karuizawa,18.0,2000.0,2018.0,62.0,700,True,False,False,False,2485
